,Comment1,rank
482,patient name fhirhumannamesorter could,0.35355339059327384
150,could reused future column,0.35355339059327384
326,ifu td file downloads,0.35355339059327384
234,file downloads dont restrict,0.35355339059327384
151,could use isnumber function,0.35355339059327384
547,rename file models files,0.35355339059327384
345,isnumber function valid number,0.35355339059327384
349,key actuallength actuallength means,0.35355339059327384
350,key also part condition,0.35355339059327384
352,key key also part,0.35355339059327384
339,instead sending two parameters,0.35355339059327384
225,explicitly checking could use,0.35355339059327384
558,restrict ifu naming conventions,0.35355339059327384
363,limiting patient name fhirhumannamesorter,0.35355339059327384
193,downloads dont restrict ifu,0.35355339059327384
717,valid number enter loop,0.35355339059327384
231,fhirhumannamesorter could reused future,0.35355339059327384
235,file models files id,0.35355339059327384
238,files id related tatoo,0.35355339059327384
175,dict per architecture objkeylabelmap,0.35355339059327384
189,dont restrict ifu naming,0.35355339059327384
546,related tatoo tomour split,0.35355339059327384
154,data dict per architecture,0.35355339059327384
569,reused future column kind,0.35355339059327384
159,data type transform function,0.3359482812559737
443,needed able achieve using,0.3359482812559737
246,flushing response refer existing,0.3359482812559737
711,using httpmock flushing response,0.3359482812559737
38,appropriate data type transform,0.3359482812559737
706,used column definition data,0.3359482812559737
27,also kindly update interface,0.3359482812559737
526,property used column definition,0.3359482812559737
557,response refer existing test,0.3359482812559737
155,data dictionary also kindly,0.3359482812559737
354,kindly update interface param,0.3359482812559737
709,used please set appropriate,0.3359482812559737
6,achieve using httpmock flushing,0.3359482812559737
2,able achieve using httpmock,0.3359482812559737
366,lines needed able achieve,0.3359482812559737
494,places used please set,0.3359482812559737
674,type transform function specific,0.3359482812559737
660,transform function specific component,0.3359482812559737
589,set appropriate data type,0.3359482812559737
505,please set appropriate data,0.3359482812559737
689,update interface param documentation,0.3359482812559737
167,definition data dictionary also,0.3359482812559737
176,dictionary also kindly update,0.3359482812559737
313,httpmock flushing response refer,0.3359482812559737
290,given key emits onvaluechange,0.3333333333333334
174,dialog renderer service creating,0.3333333333333334
351,key emits onvaluechange event,0.3333333333333334
15,add one test case,0.3333333333333334
297,guess need pass host,0.3333333333333334
577,say dummy text id,0.3333333333333334
476,pass host dialog renderer,0.3333333333333334
643,test case plain text,0.3333333333333334
215,event update page data,0.3333333333333334
152,creating host assigning render,0.3333333333333334
463,one test case plain,0.3333333333333334
586,service creating host assigning,0.3333333333333334
465,onvaluechange event update page,0.3333333333333334
690,update page data model,0.3333333333333334
138,correction updates given key,0.3333333333333334
694,updates given key emits,0.3333333333333334
195,dummy text id pattern,0.3333333333333334
495,plain text say dummy,0.3333333333333334
205,emits onvaluechange event update,0.3333333333333334
646,text id pattern exists,0.3333333333333334
647,text say dummy text,0.3333333333333334
441,need pass host dialog,0.3333333333333334
74,case plain text say,0.3333333333333334
408,minor correction updates given,0.3333333333333334
550,renderer service creating host,0.3333333333333334
307,host assigning render call,0.3333333333333334
308,host dialog renderer service,0.3333333333333334
650,threadid beadaefbe threadskype groupid,0.3242836132557886
642,tenantid aaddbace filetype xlsx,0.3242836132557886
592,sheethttpsteamsmicrosoftcomlfilefeeedacbbacbacfe tenantid aaddbace filetype,0.3242836132557886
655,tracker sheethttpsteamsmicrosoftcomlfilefeeedacbbacbacfe tenantid aaddbace,0.3242836132557886
637,teams threadid beadaefbe threadskype,0.3242836132557886
588,servicename teams threadid beadaefbe,0.3242836132557886
656,trackerxlsx baseurl https fsharephilipscom,0.3242836132557886
0,aaddbace filetype xlsx objecturl,0.3242836132557886
275,funicorn flocalization change trackerxlsx,0.3242836132557886
255,fshared documents funicorn flocalization,0.3242836132557886
457,objecturl https fsharephilipscom fsites,0.3242836132557886
241,fisrord fshared documents funicorn,0.3242836132557886
242,fisrord servicename teams threadid,0.3242836132557886
244,flocalization change trackerxlsx baseurl,0.3242836132557886
80,change trackerxlsx baseurl https,0.3242836132557886
53,beadaefbe threadskype groupid edcfceddb,0.3242836132557886
52,baseurl https fsharephilipscom fsites,0.3242836132557886
256,fsharephilipscom fsites fisrord fshared,0.3242836132557886
257,fsharephilipscom fsites fisrord servicename,0.3242836132557886
258,fsites fisrord fshared documents,0.3242836132557886
746,xlsx objecturl https fsharephilipscom,0.3242836132557886
259,fsites fisrord servicename teams,0.3242836132557886
187,documents funicorn flocalization change,0.3242836132557886
239,filetype xlsx objecturl https,0.3242836132557886
198,dynamically comes html template,0.316227766016838
226,explicitly otherwise get document,0.316227766016838
201,eg patientname patient name,0.316227766016838
216,example change patientname patient,0.316227766016838
222,expect protocol id allow,0.316227766016838
188,dont need use viewchild,0.316227766016838
249,format eg patientname patient,0.316227766016838
184,document list api requests,0.316227766016838
251,format please correct appropriately,0.316227766016838
539,readable format please correct,0.316227766016838
538,readable format eg patientname,0.316227766016838
703,use viewchild pass null,0.316227766016838
528,protocolcardid mean id first,0.316227766016838
563,returns also update decriptions,0.316227766016838
467,otherwise get document list,0.316227766016838
565,returns specifying returns also,0.316227766016838
78,change patientname patient name,0.316227766016838
10,add description human readable,0.316227766016838
18,add returns specifying returns,0.316227766016838
21,added explicitly otherwise get,0.316227766016838
29,also update decriptions method,0.316227766016838
611,specifying returns also update,0.316227766016838
33,api requests extra slash,0.316227766016838
607,sometimes better null undefined,0.316227766016838
604,slash need added explicitly,0.316227766016838
54,better add description human,0.316227766016838
57,better null undefined check,0.316227766016838
733,viewcontainerref initialized dont need,0.316227766016838
527,protocol id allow ids,0.316227766016838
732,viewchild pass null dialog,0.316227766016838
731,view viewcontainerref initialized dont,0.316227766016838
105,comes html template could,0.316227766016838
106,comment add returns specifying,0.316227766016838
135,contradicting expect protocol id,0.316227766016838
147,could null undefined sometimes,0.316227766016838
640,template could null undefined,0.316227766016838
163,decriptions method based functionality,0.316227766016838
720,value dynamically comes html,0.316227766016838
170,description human readable format,0.316227766016838
173,dialog component takes care,0.316227766016838
240,first part nd part,0.316227766016838
432,nd part contradicting expect,0.316227766016838
427,name name patient etc,0.316227766016838
316,human readable format please,0.316227766016838
318,id first part nd,0.316227766016838
483,patient name human readable,0.316227766016838
330,initialized dont need use,0.316227766016838
484,patient name name patient,0.316227766016838
485,patientname patient name human,0.316227766016838
486,patientname patient name name,0.316227766016838
684,update decriptions method based,0.316227766016838
315,human readable format eg,0.316227766016838
347,ive mentioned example change,0.316227766016838
426,name human readable format,0.316227766016838
659,trailing slash need added,0.316227766016838
367,list api requests extra,0.316227766016838
680,undefined sometimes better null,0.316227766016838
395,mean id first part,0.316227766016838
401,mentioned example change patientname,0.316227766016838
435,need added explicitly otherwise,0.316227766016838
405,method based functionality performs,0.316227766016838
309,html template could null,0.316227766016838
451,null dialog component takes,0.316227766016838
479,pass null dialog component,0.316227766016838
452,null undefined sometimes better,0.316227766016838
442,need use viewchild pass,0.316227766016838
473,part contradicting expect protocol,0.316227766016838
280,general comment add returns,0.316227766016838
474,part nd part contradicting,0.316227766016838
285,get document list api,0.316227766016838
14,add new data type,0.3015113445777637
161,datatype missing data type,0.3015113445777637
160,data type typecast instead,0.3015113445777637
157,data type avoided somehow,0.3015113445777637
50,avoided somehow feel free,0.3015113445777637
253,free add new data,0.3015113445777637
669,type avoided somehow feel,0.3015113445777637
446,new data type typecast,0.3015113445777637
605,somehow feel free add,0.3015113445777637
230,feel free add new,0.3015113445777637
409,missing data type avoided,0.3015113445777637
420,multiple files code readability,0.2886751345948129
428,names generally use helper,0.2886751345948129
742,word file names generally,0.2886751345948129
573,rid helper word file,0.2886751345948129
612,splitted multiple files code,0.2886751345948129
271,function splitted multiple files,0.2886751345948129
236,file names generally use,0.2886751345948129
281,generally use helper function,0.2886751345948129
301,helper word file names,0.2886751345948129
300,helper function splitted multiple,0.2886751345948129
287,get rid helper word,0.2886751345948129
701,use helper function splitted,0.2886751345948129
343,isempty utility core module,0.27735009811261463
89,checks number types input,0.27735009811261463
714,utility core module checks,0.27735009811261463
58,better reuse isempty utility,0.27735009811261463
568,reuse isempty utility core,0.27735009811261463
276,future better reuse isempty,0.27735009811261463
673,type string future better,0.27735009811261463
620,string future better reuse,0.27735009811261463
523,problem long type string,0.27735009811261463
137,core module checks number,0.27735009811261463
413,module checks number types,0.27735009811261463
453,number types input data,0.27735009811261463
372,long type string future,0.27735009811261463
696,url called refer existing,0.2686034180682498
245,flushed need expect http,0.2686034180682498
438,need expect http verb,0.2686034180682498
509,post get etc url,0.2686034180682498
286,get etc url called,0.2686034180682498
312,http verb called say,0.2686034180682498
556,response flushed need expect,0.2686034180682498
579,say post get etc,0.2686034180682498
69,called refer existing test,0.2686034180682498
727,verb called say post,0.2686034180682498
70,called say post get,0.2686034180682498
221,expect http verb called,0.2686034180682498
214,etc url called refer,0.2686034180682498
252,found updateparametervalue function srcapppuibuilderservicespuidatabuilderservicets,0.26726124191242445
272,function srcapppuibuilderservicespuidatabuilderservicets called multiple,0.26726124191242445
578,say look better approach,0.26726124191242445
361,level found updateparametervalue function,0.26726124191242445
744,would say look better,0.26726124191242445
613,srcapppuibuilderservicespuidatabuilderservicets called multiple times,0.26726124191242445
55,better approach skimmed bug,0.26726124191242445
373,look better approach skimmed,0.26726124191242445
36,approach skimmed bug high,0.26726124191242445
303,high level found updateparametervalue,0.26726124191242445
693,updateparametervalue function srcapppuibuilderservicespuidatabuilderservicets called,0.26726124191242445
68,called multiple times avoided,0.26726124191242445
600,skimmed bug high level,0.26726124191242445
66,bug high level found,0.26726124191242445
710,using async pipe angular,0.2581988897471612
739,well move common helpers,0.2581988897471612
631,tattoo position well move,0.2581988897471612
725,variable subscribe variable html,0.2581988897471612
724,variable html using async,0.2581988897471612
707,used different model well,0.2581988897471612
749,œno documents availableâ instead,0.2581988897471612
623,subscribing good practice assign,0.2581988897471612
506,position well move common,0.2581988897471612
490,pipe angular taken care,0.2581988897471612
488,per latest design menu,0.2581988897471612
459,observable public variable subscribe,0.2581988897471612
449,notification shown case failure,0.2581988897471612
415,move common helpers reuse,0.2581988897471612
402,menu single item œno,0.2581988897471612
356,latest design menu single,0.2581988897471612
346,item œno documents availableâ,0.2581988897471612
340,instead subscribing good practice,0.2581988897471612
622,subscribe variable html using,0.2581988897471612
336,instead apply generics used,0.2581988897471612
310,html using async pipe,0.2581988897471612
302,helpers reuse instead apply,0.2581988897471612
294,good practice assign observable,0.2581988897471612
284,generics used different model,0.2581988897471612
263,function exists tattoo position,0.2581988897471612
229,failure please make necessary,0.2581988897471612
220,exists tattoo position well,0.2581988897471612
196,duplication function exists tattoo,0.2581988897471612
185,documents availableâ instead notification,0.2581988897471612
171,design menu single item,0.2581988897471612
116,common helpers reuse instead,0.2581988897471612
95,code duplication function exists,0.2581988897471612
72,case failure please make,0.2581988897471612
48,availableâ instead notification shown,0.2581988897471612
46,async pipe angular taken,0.2581988897471612
44,assign observable public variable,0.2581988897471612
35,apply generics used different,0.2581988897471612
31,angular taken care unsubscribing,0.2581988897471612
502,please make necessary changes,0.2581988897471612
337,instead notification shown case,0.2581988897471612
512,practice assign observable public,0.2581988897471612
567,reuse instead apply generics,0.2581988897471612
599,single item œno documents,0.2581988897471612
594,shown case failure please,0.2581988897471612
531,public variable subscribe variable,0.2581988897471612
507,positions tumour locations contains,0.25000000000000006
202,either valid invalid tattoos,0.25000000000000006
545,reference screenshots tattoo positions,0.25000000000000006
328,info private function return,0.25000000000000006
304,history table would follows,0.25000000000000006
559,return needed value object,0.25000000000000006
268,function return needed value,0.25000000000000006
266,function pass necessary info,0.25000000000000006
264,function looks big move,0.25000000000000006
210,entry history table would,0.25000000000000006
716,valid invalid tattoos tattoo,0.25000000000000006
580,screenshots tattoo positions tumour,0.25000000000000006
585,separate private function pass,0.25000000000000006
721,value object format intermediate,0.25000000000000006
132,contains either valid invalid,0.25000000000000006
633,tattoos tattoo markers appropriate,0.25000000000000006
632,tattoo positions tumour locations,0.25000000000000006
64,big move separate private,0.25000000000000006
630,tattoo markers appropriate entry,0.25000000000000006
39,appropriate entry history table,0.25000000000000006
341,invalid tattoos tattoo markers,0.25000000000000006
375,looks big move separate,0.25000000000000006
444,needed value object format,0.25000000000000006
521,private function pass necessary,0.25000000000000006
665,tumour locations contains either,0.25000000000000006
392,markers appropriate entry history,0.25000000000000006
478,pass necessary info private,0.25000000000000006
369,locations contains either valid,0.25000000000000006
522,private function return needed,0.25000000000000006
418,move separate private function,0.25000000000000006
455,object format intermediate interface,0.25000000000000006
433,necessary info private function,0.25000000000000006
571,review status rather status,0.24253562503633302
217,example oar contours ptv,0.24253562503633302
134,contours ptv review status,0.24253562503633302
103,codefir message review status,0.24253562503633302
223,explain anything please let,0.24253562503633302
572,review status status text,0.24253562503633302
537,rather status example oar,0.24253562503633302
501,please let know comments,0.24253562503633302
404,message review status rather,0.24253562503633302
615,status example oar contours,0.24253562503633302
616,status rather status example,0.24253562503633302
617,status status text explain,0.24253562503633302
32,anything please let know,0.24253562503633302
618,status text explain anything,0.24253562503633302
645,text explain anything please,0.24253562503633302
530,ptv review status status,0.24253562503633302
454,oar contours ptv review,0.24253562503633302
164,default assign name button,0.22360679774997902
90,child component multiple given,0.22360679774997902
461,one input property default,0.22360679774997902
469,pace mark one input,0.22360679774997902
43,assign name button text,0.22360679774997902
117,component multiple given pace,0.22360679774997902
119,component used child component,0.22360679774997902
683,unique dynamic component used,0.22360679774997902
278,future ee testing unique,0.22360679774997902
387,mark one input property,0.22360679774997902
421,multiple given pace mark,0.22360679774997902
197,dynamic component used child,0.22360679774997902
200,ee testing unique dynamic,0.22360679774997902
331,input property default assign,0.22360679774997902
705,used child component multiple,0.22360679774997902
320,id future ee testing,0.22360679774997902
644,testing unique dynamic component,0.22360679774997902
525,property default assign name,0.22360679774997902
385,mark id future ee,0.22360679774997902
291,given pace mark one,0.22360679774997902
747,yes changes xlf file,0.18540071400863115
23,added tracker sheethttpsteamsmicrosoftcomlfilefeeedacbbacbacfe tenantid,0.18540071400863115
745,xlf file added tracker,0.18540071400863115
232,file added tracker sheethttpsteamsmicrosoftcomlfilefeeedacbbacbacfe,0.18540071400863115
83,changes xlf file added,0.18540071400863115
180,discussed added change tracker,0.16419444355778257
79,change tracker sheethttpsteamsmicrosoftcomlfilefeeedacbbacbacfe tenantid,0.16419444355778257
295,groupid edcfceddb unicorn teams,0.16419444355778257
555,resolving comment approving pr,0.16419444355778257
92,code code discussed added,0.16419444355778257
94,code discussed added change,0.16419444355778257
681,unicorn teams thus resolving,0.16419444355778257
638,teams thus resolving comment,0.16419444355778257
109,comment approving pr thank,0.16419444355778257
651,threadskype groupid edcfceddb unicorn,0.16419444355778257
199,edcfceddb unicorn teams thus,0.16419444355778257
19,added change tracker sheethttpsteamsmicrosoftcomlfilefeeedacbbacbacfe,0.16419444355778257
652,thus resolving comment approving,0.16419444355778257
